Date,Open,High,Low,Close,Volume
2020-03-15,1.2933,1.29357,1.2922,1.2923,88424
2020-03-16,1.29232,1.29233,1.28085,1.28618,74414
2020-03-17,1.28731,1.28788,1.2825,1.28511,64197
2020-03-18,1.28439,1.28447,1.28285,1.28369,65927
2020-03-19,1.28484,1.29225,1.2829,1.28903,92766
2020-03-20,1.29029,1.29606,1.29018,1.29599,60690
2020-03-21,1.29619,1.29808,1.28597,1.29788,53662
2020-03-22,1.29787,1.30431,1.2959,1.29745,60490
2020-03-23,1.298,1.30768,1.29582,1.30526,58569
2020-03-24,1.30518,1.3083,1.30466,1.30735,119774
2020-03-25,1.30749,1.31769,1.30728,1.31764,94544
2020-03-26,1.31714,1.31887,1.3058,1.30808,60213
2020-03-27,1.30815,1.31923,1.30783,1.31896,61173
2020-03-28,1.32007,1.32202,1.31526,1.31611,70108
2020-03-29,1.31662,1.3247,1.30752,1.30883,57192
2020-03-30,1.30831,1.3099,1.30436,1.30794,74406
2020-03-31,1.30757,1.30868,1.29987,1.30039,124932
2020-04-01,1.3007,1.30761,1.29971,1.30347,69404
2020-04-02,1.30362,1.30918,1.28946,1.3009,131360
2020-04-03,1.30043,1.30295,1.3003,1.30264,55086
2020-04-04,1.30257,1.30513,1.29625,1.2966,64538
2020-04-05,1.29759,1.29803,1.29392,1.29468,60864
2020-04-06,1.29463,1.29613,1.29462,1.29525,63445
2020-04-07,1.29485,1.2975,1.29142,1.29421,80102
2020-04-08,1.29505,1.30652,1.29502,1.30458,64489
2020-04-09,1.30518,1.31024,1.30505,1.30958,60409
2020-04-10,1.30914,1.31335,1.30781,1.31155,91537
2020-04-11,1.31086,1.31515,1.29949,1.29976,79097
2020-04-12,1.3005,1.30236,1.30001,1.30117,135678
2020-04-13,1.30079,1.30964,1.30051,1.30951,53069
2020-04-14,1.31002,1.31025,1.30505,1.30597,94608
2020-04-15,1.3071,1.30889,1.30401,1.30445,124523
2020-04-16,1.3045,1.30464,1.28448,1.28484,85324
2020-04-17,1.28492,1.28594,1.27456,1.27506,152322
2020-04-18,1.27449,1.27568,1.26001,1.261,82194
2020-04-19,1.26129,1.26275,1.25571,1.26039,104268
2020-04-20,1.26021,1.26266,1.25211,1.25951,69048
2020-04-21,1.26053,1.26236,1.25562,1.25888,64935
2020-04-22,1.25919,1.2592,1.25616,1.25619,111151
2020-04-23,1.25623,1.26654,1.25275,1.26247,66489
2020-04-24,1.2621,1.26324,1.2522,1.25546,258942
2020-04-25,1.25493,1.25507,1.25398,1.25442,60342
2020-04-26,1.25489,1.25986,1.25332,1.25819,79294
2020-04-27,1.25854,1.26036,1.25528,1.25757,50294
2020-04-28,1.25773,1.25981,1.25573,1.25706,56700
2020-04-29,1.25626,1.25802,1.25091,1.25196,75345
2020-04-30,1.25124,1.25165,1.24764,1.24948,91462
2020-05-01,1.24916,1.26338,1.24137,1.25385,67122
2020-05-02,1.25436,1.25473,1.24146,1.24181,63187
2020-05-03,1.2417,1.24685,1.23793,1.23976,50499
2020-05-04,1.23877,1.24245,1.23151,1.23606,81769
2020-05-05,1.23634,1.23656,1.23536,1.23538,59298
2020-05-06,1.23521,1.24873,1.23368,1.24644,50055
2020-05-07,1.24672,1.25239,1.24043,1.24489,71759
2020-05-08,1.24568,1.25445,1.24314,1.25417,61596
2020-05-09,1.25386,1.26501,1.25257,1.26215,50526
2020-05-10,1.26187,1.2655,1.26136,1.26327,60771
2020-05-11,1.26293,1.27065,1.26093,1.26405,55863
2020-05-12,1.26432,1.26591,1.26344,1.26541,56129
2020-05-13,1.26652,1.26731,1.26018,1.26046,131983
2020-05-14,1.26051,1.26501,1.26033,1.26404,55661
2020-05-15,1.26495,1.26497,1.26035,1.26066,50635
2020-05-16,1.25934,1.26196,1.25743,1.26068,63917
2020-05-17,1.26096,1.26149,1.24351,1.24704,73054
2020-05-18,1.24698,1.24804,1.23937,1.24044,61988
2020-05-19,1.24011,1.2434,1.23984,1.24323,76790
2020-05-20,1.24299,1.24477,1.23633,1.23666,52040
2020-05-21,1.23709,1.24048,1.23113,1.2382,63250
2020-05-22,1.23827,1.24202,1.23198,1.23534,53879
2020-05-23,1.23609,1.24578,1.23583,1.24131,64111
2020-05-24,1.24064,1.25003,1.24062,1.24987,55998
2020-05-25,1.2502,1.2528,1.24921,1.25196,65241
2020-05-26,1.25136,1.25227,1.25133,1.2522,69379
2020-05-27,1.25237,1.25267,1.25201,1.25261,64134
2020-05-28,1.25314,1.25431,1.25169,1.25264,67315
2020-05-29,1.25243,1.26227,1.24629,1.26025,51017
2020-05-30,1.26034,1.27707,1.25973,1.27704,61369
2020-05-31,1.27673,1.27718,1.26783,1.27036,60442
2020-06-01,1.27061,1.27109,1.26324,1.26331,61811
2020-06-02,1.26328,1.27287,1.26279,1.27137,105526
2020-06-03,1.27119,1.2736,1.26232,1.26506,64332
2020-06-04,1.26422,1.26519,1.25411,1.25591,69774
2020-06-05,1.25546,1.27287,1.25489,1.26847,98230
2020-06-06,1.26834,1.26851,1.26522,1.26812,65046
2020-06-07,1.2685,1.27103,1.26479,1.26662,62370
2020-06-08,1.2664,1.26642,1.26122,1.26338,64549
2020-06-09,1.26324,1.26707,1.25971,1.26686,79582
2020-06-10,1.26706,1.26808,1.25796,1.26018,62382
2020-06-11,1.26032,1.27165,1.26011,1.27086,52957
2020-06-12,1.27028,1.28115,1.26677,1.27686,72164
2020-06-13,1.27702,1.27809,1.27635,1.27726,115421
2020-06-14,1.27705,1.27711,1.27148,1.27391,60915
2020-06-15,1.2738,1.27467,1.27372,1.27439,78205
2020-06-16,1.27424,1.28252,1.27182,1.28124,57033
2020-06-17,1.28109,1.299,1.2801,1.29894,51489
2020-06-18,1.29929,1.31083,1.29927,1.31071,59103
2020-06-19,1.31039,1.31877,1.31031,1.31868,89699
2020-06-20,1.3196,1.31993,1.31954,1.3199,55876
2020-06-21,1.31975,1.33088,1.31401,1.32831,56854
2020-06-22,1.32687,1.32705,1.32659,1.32699,56974
2020-06-23,1.32618,1.33292,1.32332,1.32919,69101
2020-06-24,1.32959,1.33796,1.32922,1.33735,59258
2020-06-25,1.33822,1.34247,1.33681,1.34237,78519
2020-06-26,1.34179,1.34191,1.33851,1.33855,85625
2020-06-27,1.33939,1.33991,1.32801,1.32809,79940
2020-06-28,1.32761,1.33352,1.32732,1.33051,91801
2020-06-29,1.33073,1.33316,1.3302,1.33178,58535
2020-06-30,1.33171,1.33825,1.33159,1.33825,66684
2020-07-01,1.33873,1.34219,1.33516,1.33942,57868
2020-07-02,1.33971,1.3431,1.33574,1.33713,81695
2020-07-03,1.3362,1.34849,1.33391,1.3441,53002
2020-07-04,1.34302,1.35742,1.34196,1.35165,62596
2020-07-05,1.35272,1.35605,1.33823,1.33835,51194
2020-07-06,1.33825,1.33894,1.32696,1.32705,107502
2020-07-07,1.3274,1.33085,1.32439,1.32692,116480
2020-07-08,1.32749,1.32749,1.3262,1.3266,51561
2020-07-09,1.32684,1.33062,1.32469,1.32546,58840
2020-07-10,1.32328,1.33244,1.32196,1.33095,59581
2020-07-11,1.33064,1.34528,1.32517,1.34513,63155
2020-07-12,1.34548,1.34585,1.33964,1.33976,51540
2020-07-13,1.34002,1.34014,1.33343,1.3389,50560
2020-07-14,1.3395,1.34017,1.33377,1.33878,81334
2020-07-15,1.33877,1.3428,1.33825,1.34028,56184
2020-07-16,1.3395,1.33969,1.332,1.33239,66322
2020-07-17,1.33271,1.33571,1.33217,1.33485,81112
2020-07-18,1.3357,1.33945,1.32837,1.33547,54178
2020-07-19,1.33475,1.35007,1.31486,1.34936,86157
2020-07-20,1.35032,1.35552,1.34994,1.35349,59105
2020-07-21,1.35185,1.35282,1.34829,1.3493,86226
2020-07-22,1.34807,1.34921,1.33867,1.33896,92042
2020-07-23,1.33874,1.3392,1.33734,1.33741,52535
2020-07-24,1.33626,1.33879,1.32926,1.33239,96699
2020-07-25,1.33164,1.332,1.32869,1.3292,69531
2020-07-26,1.32903,1.33215,1.32798,1.33131,114491
2020-07-27,1.32973,1.33472,1.32922,1.33322,50458
2020-07-28,1.33258,1.33804,1.32725,1.33484,62190
2020-07-29,1.3339,1.34647,1.33231,1.34446,51604
2020-07-30,1.34494,1.34939,1.34434,1.34831,66175
2020-07-31,1.34883,1.36737,1.34859,1.36726,65072
2020-08-01,1.36687,1.37127,1.36664,1.37041,65485
2020-08-02,1.37,1.37059,1.36757,1.36807,69788
2020-08-03,1.36736,1.36737,1.35775,1.35777,53711
2020-08-04,1.35692,1.35745,1.3478,1.348,61385
2020-08-05,1.34822,1.3536,1.34639,1.35328,139703
2020-08-06,1.35333,1.36212,1.35162,1.35834,92507
2020-08-07,1.35756,1.36305,1.35671,1.35838,104521
2020-08-08,1.35802,1.35927,1.35635,1.35699,52288
2020-08-09,1.35618,1.35816,1.35056,1.35098,71961
2020-08-10,1.35099,1.35534,1.34937,1.3494,170300
2020-08-11,1.34925,1.3507,1.34909,1.35021,55874
2020-08-12,1.34895,1.35002,1.32682,1.33687,75047
2020-08-13,1.33737,1.34125,1.33471,1.34053,70638
2020-08-14,1.34078,1.3481,1.32627,1.3275,107739
2020-08-15,1.32646,1.3287,1.32573,1.32858,56247
2020-08-16,1.32846,1.33091,1.32441,1.32852,53292
2020-08-17,1.32773,1.33071,1.32748,1.33059,96930
2020-08-18,1.33112,1.33141,1.3264,1.32662,52304
2020-08-19,1.32663,1.3387,1.32653,1.33763,68467
2020-08-20,1.33814,1.34442,1.3377,1.34369,79547
2020-08-21,1.34412,1.35136,1.34215,1.34871,98177
2020-08-22,1.34814,1.35036,1.34759,1.34814,50190
2020-08-23,1.34945,1.35487,1.34755,1.34771,79210
2020-08-24,1.34676,1.35508,1.34648,1.35379,50327
2020-08-25,1.3539,1.36507,1.35157,1.36338,65278
2020-08-26,1.36328,1.37809,1.35941,1.37406,61599
2020-08-27,1.37373,1.37662,1.3698,1.37496,60573
2020-08-28,1.37565,1.38187,1.37176,1.37557,65611
2020-08-29,1.37638,1.37952,1.37593,1.37805,74398
2020-08-30,1.37738,1.37982,1.37613,1.37663,52079
2020-08-31,1.37642,1.38046,1.36454,1.37176,74230
2020-09-01,1.37083,1.3728,1.37052,1.37255,139550
2020-09-02,1.37204,1.37623,1.37177,1.37602,53376
2020-09-03,1.37557,1.3815,1.37517,1.38011,55894
2020-09-04,1.38009,1.38316,1.3793,1.38014,62628
2020-09-05,1.37999,1.38176,1.37552,1.37575,64851
2020-09-06,1.3755,1.38027,1.37321,1.37888,63476
2020-09-07,1.37808,1.38287,1.37317,1.3821,50604
2020-09-08,1.38202,1.38369,1.37621,1.37623,88127
2020-09-09,1.37601,1.38241,1.37597,1.38232,61496
2020-09-10,1.38214,1.39264,1.38052,1.38833,111416
2020-09-11,1.38856,1.3925,1.38756,1.38878,139067
2020-09-12,1.3889,1.3903,1.37754,1.38028,69269
2020-09-13,1.38078,1.38259,1.36632,1.37123,116381
2020-09-14,1.37075,1.38039,1.37056,1.37344,120341
2020-09-15,1.3731,1.38086,1.36463,1.37019,106590
2020-09-16,1.37069,1.371,1.36663,1.36813,58579
2020-09-17,1.36661,1.36821,1.35909,1.36036,77128
2020-09-18,1.35981,1.36834,1.35572,1.36533,98339
2020-09-19,1.36542,1.36595,1.34758,1.35311,79971
2020-09-20,1.35291,1.35323,1.35104,1.3517,79626
2020-09-21,1.35105,1.3562,1.3508,1.3541,58630
2020-09-22,1.35463,1.36061,1.35363,1.35863,55209
2020-09-23,1.35754,1.3627,1.35425,1.3625,57029
2020-09-24,1.36382,1.36404,1.35419,1.35474,75170
2020-09-25,1.35529,1.3674,1.34677,1.35131,56633
2020-09-26,1.35117,1.35739,1.33203,1.34608,61265
2020-09-27,1.34613,1.34711,1.33567,1.33783,69687
2020-09-28,1.33858,1.34193,1.31313,1.32542,62121
2020-09-29,1.32497,1.33141,1.32373,1.32749,51704
2020-09-30,1.32835,1.33674,1.3273,1.33569,73632
2020-10-01,1.33559,1.33719,1.33094,1.33283,84978
2020-10-02,1.33302,1.33848,1.33239,1.3378,67329
2020-10-03,1.33676,1.3439,1.3358,1.34202,83851
2020-10-04,1.34193,1.3428,1.33515,1.33653,60133
2020-10-05,1.3378,1.33924,1.33279,1.33535,73960
2020-10-06,1.33583,1.33697,1.33355,1.33564,58418
2020-10-07,1.33537,1.34076,1.33536,1.34075,84137
2020-10-08,1.34168,1.34764,1.34154,1.34213,125288
2020-10-09,1.34191,1.34204,1.32687,1.33076,64847
2020-10-10,1.33124,1.34207,1.32972,1.34199,56192
2020-10-11,1.34264,1.35728,1.33684,1.34586,57709
2020-10-12,1.34595,1.34634,1.3396,1.33971,91861
2020-10-13,1.3398,1.34199,1.32754,1.32897,67845
2020-10-14,1.33001,1.33018,1.32092,1.32226,59075
2020-10-15,1.32222,1.32287,1.31354,1.31941,110248
2020-10-16,1.31954,1.31996,1.31467,1.31479,56374
2020-10-17,1.31439,1.31456,1.31014,1.31134,67568
2020-10-18,1.31157,1.31159,1.30441,1.30446,64880
2020-10-19,1.3043,1.30832,1.30302,1.30753,68331
2020-10-20,1.30778,1.30857,1.29818,1.30113,66573
2020-10-21,1.30169,1.30429,1.30095,1.30413,66611
2020-10-22,1.30551,1.31258,1.30467,1.309,52159
2020-10-23,1.30893,1.30921,1.29869,1.2998,114111
2020-10-24,1.301,1.30762,1.29369,1.29595,50671
2020-10-25,1.29598,1.30193,1.29573,1.3016,52016
2020-10-26,1.30222,1.30335,1.30219,1.30333,85604
2020-10-27,1.30275,1.30933,1.30244,1.30929,68408
2020-10-28,1.30884,1.32001,1.30792,1.31714,71389
2020-10-29,1.31697,1.31748,1.30505,1.31065,56372
2020-10-30,1.31041,1.31041,1.30687,1.30728,119476
2020-10-31,1.30826,1.3105,1.30786,1.30897,68536
2020-11-01,1.30897,1.30903,1.30733,1.30741,60742
2020-11-02,1.30668,1.31427,1.30614,1.30955,54336
2020-11-03,1.30933,1.32218,1.30846,1.3195,74592
2020-11-04,1.31868,1.32095,1.31845,1.31928,89164
2020-11-05,1.3197,1.32091,1.31958,1.32079,99323
2020-11-06,1.32202,1.32275,1.31714,1.3202,69643
2020-11-07,1.32113,1.32122,1.30666,1.30671,104573
2020-11-08,1.30651,1.30651,1.29998,1.29999,85589
2020-11-09,1.29889,1.3004,1.29728,1.29801,61584
2020-11-10,1.29807,1.29872,1.29383,1.29489,68309
2020-11-11,1.2954,1.29999,1.2952,1.29979,51537
2020-11-12,1.2996,1.30848,1.29886,1.30739,52404
2020-11-13,1.30653,1.30668,1.30343,1.30367,55977
2020-11-14,1.30457,1.3134,1.30419,1.31033,51376
2020-11-15,1.31114,1.3117,1.30733,1.30761,72776
2020-11-16,1.30765,1.31066,1.3036,1.30937,52193
2020-11-17,1.31006,1.31086,1.30638,1.307,70771
2020-11-18,1.30736,1.31233,1.29801,1.29804,75022
2020-11-19,1.29754,1.29785,1.29183,1.29212,50060
2020-11-20,1.29176,1.29264,1.2802,1.28095,77713
2020-11-21,1.28082,1.28511,1.28041,1.28508,70847
2020-11-22,1.28484,1.29536,1.27701,1.29432,64219
2020-11-23,1.29432,1.30361,1.2927,1.3012,50771
2020-11-24,1.30187,1.30335,1.29647,1.29995,147877
2020-11-25,1.30057,1.30473,1.30025,1.30447,85935
2020-11-26,1.30605,1.30629,1.2919,1.29233,65146
2020-11-27,1.29383,1.29809,1.29379,1.29787,64377
2020-11-28,1.29809,1.31067,1.29799,1.31062,54087
2020-11-29,1.31109,1.32065,1.30694,1.3164,55505
2020-11-30,1.31637,1.3185,1.31185,1.31375,55457
2020-12-01,1.31409,1.32081,1.31051,1.31909,102709
2020-12-02,1.32002,1.32029,1.31729,1.32012,61463
2020-12-03,1.32055,1.32183,1.31092,1.31348,69544
2020-12-04,1.31376,1.31648,1.30259,1.30405,51398
2020-12-05,1.30273,1.30388,1.29789,1.30172,56805
2020-12-06,1.30249,1.30257,1.29696,1.30175,70565
2020-12-07,1.30255,1.30303,1.2802,1.2852,55503
2020-12-08,1.28432,1.30633,1.28391,1.30249,53633
2020-12-09,1.30208,1.30225,1.30122,1.30146,54500
2020-12-10,1.30067,1.31193,1.29664,1.30995,74159
2020-12-11,1.31013,1.31134,1.31008,1.31109,68096
2020-12-12,1.31117,1.32095,1.30902,1.31967,53947
2020-12-13,1.32048,1.33608,1.3203,1.33538,94608
2020-12-14,1.33495,1.33964,1.32987,1.33343,71781
2020-12-15,1.33249,1.33613,1.3273,1.33107,81862
2020-12-16,1.33082,1.33497,1.33072,1.33493,78544
2020-12-17,1.33499,1.34207,1.33408,1.34199,73717
2020-12-18,1.34082,1.34468,1.34057,1.34428,171334
2020-12-19,1.34284,1.34394,1.3425,1.34354,93584
2020-12-20,1.34546,1.34977,1.33202,1.33422,85332
2020-12-21,1.33431,1.33496,1.33353,1.33401,65815
2020-12-22,1.33247,1.3329,1.327,1.32727,64297
2020-12-23,1.3269,1.33076,1.31816,1.32674,71128
2020-12-24,1.32756,1.34361,1.32398,1.33488,52679
2020-12-25,1.33559,1.33844,1.33557,1.3384,69771
2020-12-26,1.33939,1.34166,1.33639,1.34122,53226
2020-12-27,1.3407,1.3415,1.32879,1.33127,55890
2020-12-28,1.33094,1.336,1.32885,1.3336,102086
2020-12-29,1.33389,1.33569,1.32454,1.3304,106287
2020-12-30,1.32954,1.32956,1.31732,1.31733,129717
2020-12-31,1.31683,1.32615,1.3168,1.32489,57342
2021-01-01,1.32599,1.32753,1.32333,1.32409,91034
2021-01-02,1.32432,1.32841,1.32308,1.32441,52219
2021-01-03,1.3258,1.33112,1.32355,1.3277,91834
2021-01-04,1.32817,1.33812,1.32807,1.33655,52552
2021-01-05,1.33582,1.33618,1.33225,1.33253,56821
2021-01-06,1.33317,1.34711,1.32909,1.34201,52837
2021-01-07,1.34268,1.34353,1.34173,1.34279,56739
2021-01-08,1.34343,1.34346,1.33759,1.33761,51575
2021-01-09,1.3375,1.33834,1.3375,1.33796,63599
2021-01-10,1.33846,1.33917,1.33046,1.33388,75554
2021-01-11,1.33423,1.33483,1.33157,1.33291,108621
2021-01-12,1.33343,1.34693,1.33205,1.34302,67506
2021-01-13,1.34365,1.34366,1.33025,1.33152,50125
2021-01-14,1.33114,1.3318,1.32898,1.33094,59406
2021-01-15,1.33082,1.33221,1.32847,1.3309,52041
2021-01-16,1.33211,1.33442,1.32809,1.32894,53450
2021-01-17,1.32995,1.32997,1.3249,1.32578,102653
2021-01-18,1.32566,1.3327,1.32432,1.33011,51470
2021-01-19,1.32989,1.3303,1.32602,1.32665,115344
2021-01-20,1.32606,1.32988,1.30712,1.30738,85804
2021-01-21,1.30793,1.30821,1.29289,1.29578,63865
2021-01-22,1.2967,1.29698,1.29167,1.29275,52251
2021-01-23,1.2935,1.30158,1.29132,1.29844,72257
2021-01-24,1.2986,1.3087,1.2962,1.30275,63365
2021-01-25,1.30227,1.30276,1.28853,1.28932,59466
2021-01-26,1.28882,1.29544,1.28613,1.29168,83833
2021-01-27,1.29087,1.29399,1.29008,1.29274,97695
2021-01-28,1.29392,1.29426,1.28937,1.28957,71946
2021-01-29,1.28937,1.28973,1.28607,1.2861,91328
2021-01-30,1.28563,1.2915,1.28483,1.28965,54155
2021-01-31,1.28889,1.29273,1.28788,1.29202,68570
2021-02-01,1.29189,1.29361,1.27845,1.28587,51707
2021-02-02,1.28623,1.28834,1.27421,1.27841,65711
2021-02-03,1.27826,1.28853,1.27115,1.2785,122833
2021-02-04,1.27935,1.2914,1.27932,1.29053,76899
2021-02-05,1.28994,1.29917,1.28952,1.29867,119195
2021-02-06,1.3004,1.3087,1.29471,1.30349,67072
2021-02-07,1.30302,1.30397,1.29586,1.29716,57117
2021-02-08,1.29762,1.29831,1.28984,1.29138,78379
2021-02-09,1.29053,1.29524,1.2903,1.29521,69422
2021-02-10,1.29339,1.30324,1.29175,1.30091,59771
2021-02-11,1.30107,1.30271,1.29096,1.29636,72839
2021-02-12,1.29679,1.29699,1.29438,1.29495,65447
2021-02-13,1.29526,1.29683,1.2874,1.28952,167893
2021-02-14,1.28971,1.29,1.2847,1.28537,61686
2021-02-15,1.285,1.29366,1.28297,1.29157,51581
2021-02-16,1.29192,1.29275,1.29033,1.29049,76083
2021-02-17,1.29126,1.29682,1.28277,1.28452,73078
2021-02-18,1.28327,1.2848,1.27245,1.27456,73813
2021-02-19,1.27392,1.27397,1.27272,1.27276,66510
2021-02-20,1.2719,1.27265,1.2705,1.27073,198955
2021-02-21,1.27025,1.2888,1.26632,1.27987,72864
2021-02-22,1.27941,1.28039,1.27329,1.27547,55934
2021-02-23,1.27597,1.27615,1.26849,1.26906,80362
2021-02-24,1.27004,1.27402,1.26967,1.27253,63985
2021-02-25,1.27251,1.27497,1.26684,1.27439,82633
2021-02-26,1.27518,1.27544,1.27434,1.27467,62606
2021-02-27,1.2751,1.27747,1.27502,1.27585,227301
2021-02-28,1.27643,1.27789,1.27066,1.27315,67316
2021-03-01,1.27326,1.27394,1.27197,1.2735,61174
2021-03-02,1.2719,1.28009,1.26993,1.27853,51160
2021-03-03,1.27908,1.27947,1.27125,1.272,71637
2021-03-04,1.27215,1.27752,1.27139,1.27713,53231
2021-03-05,1.27688,1.28532,1.27548,1.28462,55000
2021-03-06,1.28432,1.2844,1.28212,1.28216,55457
2021-03-07,1.28166,1.30129,1.28149,1.30075,78316
2021-03-08,1.30071,1.3151,1.30012,1.3151,62134
2021-03-09,1.31537,1.31584,1.30389,1.30551,74884
2021-03-10,1.30501,1.31377,1.30065,1.31136,51785
2021-03-11,1.31103,1.3185,1.31046,1.31702,97024
2021-03-12,1.31727,1.32994,1.30429,1.3106,57058
2021-03-13,1.31136,1.31349,1.31075,1.31347,50602
2021-03-14,1.31376,1.31478,1.30549,1.3108,80639
2021-03-15,1.3105,1.31842,1.31001,1.31655,78517
2021-03-16,1.31629,1.31684,1.30777,1.31088,102185
2021-03-17,1.31064,1.31107,1.30309,1.30398,50515
2021-03-18,1.30408,1.31882,1.30286,1.31578,69766
2021-03-19,1.31564,1.31764,1.31562,1.31735,77605
2021-03-20,1.31787,1.32333,1.31766,1.32277,143574
2021-03-21,1.32277,1.33197,1.32222,1.33,59473
2021-03-22,1.33133,1.33221,1.32954,1.32998,53709
2021-03-23,1.32866,1.32901,1.32714,1.32733,89527
2021-03-24,1.32726,1.33232,1.32672,1.3306,129114
2021-03-25,1.32978,1.3437,1.32959,1.34302,59843
2021-03-26,1.34288,1.34613,1.34246,1.34547,71812
2021-03-27,1.3464,1.35838,1.34563,1.34873,57339
2021-03-28,1.34802,1.34859,1.34766,1.34797,61731
2021-03-29,1.34716,1.3504,1.34708,1.35037,108723
2021-03-30,1.3492,1.34948,1.34724,1.3474,80074
2021-03-31,1.34636,1.34998,1.34622,1.34973,55420
2021-04-01,1.34911,1.3578,1.34885,1.35682,92963
2021-04-02,1.35698,1.36825,1.35609,1.36749,73646
2021-04-03,1.36655,1.37545,1.36539,1.37519,54730
2021-04-04,1.37433,1.38077,1.37217,1.37932,65772
2021-04-05,1.3784,1.39485,1.37728,1.39362,66848
2021-04-06,1.39375,1.395,1.39351,1.39482,74241
2021-04-07,1.39578,1.39762,1.38904,1.39389,80958
2021-04-08,1.39303,1.3945,1.37876,1.3813,57978
2021-04-09,1.38268,1.38343,1.38122,1.38248,177705
2021-04-10,1.38308,1.38913,1.3826,1.38746,60406
