Date,Open,High,Low,Close,Volume
2020-07-04,1.09247,1.09594,1.09244,1.09593,64176
2020-07-05,1.09515,1.10028,1.09381,1.09903,130866
2020-07-06,1.09906,1.09938,1.09844,1.09905,72508
2020-07-07,1.09916,1.10092,1.09283,1.09452,85399
2020-07-08,1.09448,1.09451,1.08588,1.08592,75584
2020-07-09,1.0854,1.08604,1.07975,1.08276,67273
2020-07-10,1.08309,1.08737,1.08273,1.08719,56278
2020-07-11,1.08767,1.09032,1.0867,1.08891,63996
2020-07-12,1.0889,1.08911,1.08191,1.08243,58523
2020-07-13,1.08283,1.08293,1.08229,1.08283,62458
2020-07-14,1.08296,1.08555,1.08275,1.08507,61044
2020-07-15,1.08469,1.08545,1.0778,1.08061,76723
2020-07-16,1.08023,1.0824,1.07802,1.08111,50992
2020-07-17,1.08089,1.08163,1.08088,1.08158,64344
2020-07-18,1.08188,1.08436,1.07443,1.07557,60887
2020-07-19,1.07547,1.07914,1.07527,1.077,67205
2020-07-20,1.07722,1.08515,1.07587,1.08028,98280
2020-07-21,1.07887,1.08708,1.07814,1.08658,60093
2020-07-22,1.08715,1.09381,1.08652,1.09307,102163
2020-07-23,1.0921,1.09232,1.0858,1.08632,53420
2020-07-24,1.08669,1.08703,1.08053,1.08068,59058
2020-07-25,1.08104,1.08587,1.07994,1.08301,63731
2020-07-26,1.08243,1.08749,1.08178,1.08614,55010
2020-07-27,1.08656,1.08972,1.086,1.08936,72328
2020-07-28,1.08903,1.1118,1.08476,1.11099,54577
2020-07-29,1.11122,1.11782,1.1108,1.11647,58794
2020-07-30,1.11701,1.12654,1.11693,1.12349,67777
2020-07-31,1.12383,1.13013,1.12297,1.12968,81322
2020-08-01,1.13014,1.13427,1.1285,1.13411,99456
2020-08-02,1.13458,1.13555,1.13156,1.13287,60222
2020-08-03,1.13347,1.13981,1.13228,1.13717,67142
2020-08-04,1.13655,1.13661,1.13317,1.13333,62127
2020-08-05,1.13329,1.13395,1.13004,1.13172,92474
2020-08-06,1.132,1.13209,1.12891,1.12893,81686
2020-08-07,1.12879,1.12967,1.12852,1.12922,62627
2020-08-08,1.12895,1.14559,1.1273,1.14251,77922
2020-08-09,1.14214,1.14266,1.13222,1.13333,94718
2020-08-10,1.13312,1.13713,1.12727,1.13643,59160
2020-08-11,1.13714,1.13818,1.12646,1.12772,62959
2020-08-12,1.12742,1.12992,1.12185,1.12431,51456
2020-08-13,1.12461,1.1307,1.12171,1.13022,75010
2020-08-14,1.13001,1.13516,1.12921,1.13129,58138
2020-08-15,1.131,1.13173,1.12455,1.12543,138234
2020-08-16,1.1253,1.12542,1.12076,1.12094,63736
2020-08-17,1.12032,1.12877,1.11887,1.12442,66494
2020-08-18,1.1239,1.12502,1.12043,1.12078,73135
2020-08-19,1.12073,1.12177,1.12071,1.12174,74430
2020-08-20,1.12101,1.12391,1.1199,1.1222,80658
2020-08-21,1.12132,1.1231,1.11682,1.11871,100265
2020-08-22,1.11902,1.13186,1.118,1.13053,80194
2020-08-23,1.13004,1.14117,1.12994,1.13542,57295
2020-08-24,1.13575,1.13577,1.12385,1.12458,55223
2020-08-25,1.1241,1.12478,1.12392,1.12466,64229
2020-08-26,1.12442,1.12493,1.12023,1.12107,75381
2020-08-27,1.12152,1.12901,1.12068,1.12561,50346
2020-08-28,1.12517,1.12583,1.12041,1.12172,51614
2020-08-29,1.12268,1.1231,1.11742,1.1208,52115
2020-08-30,1.12108,1.12485,1.12096,1.12366,55587
2020-08-31,1.12445,1.13022,1.12426,1.12893,51772
2020-09-01,1.12932,1.12992,1.11818,1.12282,57828
2020-09-02,1.12327,1.12434,1.11385,1.12044,65144
2020-09-03,1.11969,1.12044,1.11668,1.11766,64609
2020-09-04,1.11796,1.11849,1.11179,1.11385,50553
2020-09-05,1.11386,1.13206,1.11382,1.12345,115470
2020-09-06,1.1236,1.12747,1.12156,1.12681,57535
2020-09-07,1.12665,1.12713,1.11815,1.12018,92067
2020-09-08,1.11979,1.12506,1.11921,1.12478,57190
2020-09-09,1.12643,1.14091,1.12386,1.13735,94087
2020-09-10,1.13697,1.14805,1.13437,1.14463,67611
2020-09-11,1.1445,1.14648,1.13619,1.1368,55387
2020-09-12,1.13704,1.14134,1.13206,1.13339,84493
2020-09-13,1.13455,1.14084,1.13442,1.14036,54938
2020-09-14,1.13977,1.14095,1.13688,1.13715,54399
2020-09-15,1.13674,1.14509,1.1361,1.13946,68308
2020-09-16,1.13866,1.14471,1.13858,1.14423,56670
2020-09-17,1.14482,1.14693,1.13712,1.13953,69462
2020-09-18,1.14015,1.14354,1.13884,1.13884,63273
2020-09-19,1.13902,1.14104,1.11726,1.12057,73262
2020-09-20,1.12039,1.1205,1.11307,1.11316,55774
2020-09-21,1.11364,1.11395,1.11105,1.11113,63586
2020-09-22,1.1111,1.11294,1.09683,1.10413,79169
2020-09-23,1.10428,1.1168,1.10369,1.11258,96339
2020-09-24,1.11142,1.11154,1.10538,1.10561,55066
2020-09-25,1.10517,1.10532,1.09821,1.1026,108012
2020-09-26,1.10244,1.10419,1.10207,1.10313,51722
2020-09-27,1.10279,1.11129,1.1027,1.11127,64205
2020-09-28,1.11067,1.11123,1.10271,1.10424,51779
2020-09-29,1.10391,1.11819,1.10171,1.11009,80840
2020-09-30,1.10997,1.11757,1.1094,1.11084,51719
2020-10-01,1.1111,1.11475,1.10294,1.10559,90614
2020-10-02,1.10496,1.10785,1.10355,1.10773,83894
2020-10-03,1.10749,1.11099,1.10674,1.10916,109711
2020-10-04,1.10946,1.11057,1.10519,1.10609,71616
2020-10-05,1.10552,1.10659,1.10459,1.10628,57900
2020-10-06,1.10593,1.1063,1.10387,1.10428,63828
2020-10-07,1.10429,1.10636,1.10326,1.10482,93125
2020-10-08,1.10543,1.11091,1.10309,1.10865,57665
2020-10-09,1.10874,1.1195,1.10658,1.11797,55296
2020-10-10,1.11741,1.11845,1.1087,1.11212,77115
2020-10-11,1.11242,1.12454,1.1117,1.12356,52313
2020-10-12,1.12303,1.12443,1.11323,1.1139,57513
2020-10-13,1.1141,1.11427,1.11219,1.11221,59753
2020-10-14,1.11258,1.11562,1.11237,1.11543,71491
2020-10-15,1.11585,1.11842,1.11475,1.11743,50567
2020-10-16,1.11811,1.11835,1.11316,1.11427,76557
2020-10-17,1.11461,1.11603,1.11228,1.1129,70718
2020-10-18,1.11344,1.11404,1.10569,1.11014,166887
2020-10-19,1.10994,1.1145,1.10313,1.10671,56497
2020-10-20,1.1071,1.1118,1.10657,1.11119,68752
2020-10-21,1.11153,1.11498,1.11098,1.11373,65163
2020-10-22,1.11439,1.11464,1.11007,1.11025,54578
2020-10-23,1.11133,1.11501,1.11106,1.11501,58049
2020-10-24,1.11524,1.12076,1.11253,1.11732,80531
2020-10-25,1.11843,1.12271,1.11822,1.12221,50483
2020-10-26,1.1225,1.12751,1.12202,1.12635,90589
2020-10-27,1.12638,1.12685,1.11903,1.12222,54171
2020-10-28,1.12129,1.12156,1.11867,1.11878,72463
2020-10-29,1.11852,1.12303,1.11843,1.12274,52208
2020-10-30,1.12326,1.12698,1.12301,1.12668,55932
2020-10-31,1.12704,1.1287,1.12583,1.12707,197294
2020-11-01,1.12723,1.128,1.12596,1.12788,51610
2020-11-02,1.12759,1.13537,1.12755,1.13531,51842
2020-11-03,1.13493,1.13583,1.12952,1.13281,52661
2020-11-04,1.13267,1.13592,1.13264,1.13578,58156
2020-11-05,1.13543,1.13629,1.1338,1.13504,53472
2020-11-06,1.1346,1.13628,1.13296,1.13384,55909
2020-11-07,1.13363,1.14024,1.13336,1.14008,54208
2020-11-08,1.14007,1.14637,1.13969,1.14554,90716
2020-11-09,1.14568,1.15579,1.14208,1.15088,74454
2020-11-10,1.15082,1.15915,1.15082,1.15907,59148
2020-11-11,1.15838,1.16518,1.15759,1.16013,77506
2020-11-12,1.16041,1.1659,1.15928,1.16431,95831
2020-11-13,1.16362,1.1653,1.15445,1.16304,66959
2020-11-14,1.16377,1.16493,1.16364,1.16492,63055
2020-11-15,1.16461,1.16587,1.16399,1.16447,55466
2020-11-16,1.16557,1.16655,1.1631,1.1651,56528
2020-11-17,1.16388,1.16912,1.16363,1.16875,71150
2020-11-18,1.16841,1.169,1.16382,1.16446,93676
2020-11-19,1.16468,1.17667,1.16462,1.17639,53857
2020-11-20,1.17711,1.17751,1.17096,1.1718,70342
2020-11-21,1.17204,1.17223,1.16406,1.16437,56227
2020-11-22,1.16461,1.1713,1.16317,1.17051,50016
2020-11-23,1.17068,1.17676,1.16856,1.17588,54123
2020-11-24,1.17466,1.18129,1.17462,1.18022,113375
2020-11-25,1.17983,1.18626,1.17972,1.18449,65698
2020-11-26,1.18413,1.18605,1.17978,1.18496,72714
2020-11-27,1.18565,1.18598,1.17903,1.17982,67863
2020-11-28,1.18027,1.1807,1.17837,1.17987,51288
2020-11-29,1.17991,1.18345,1.16354,1.17601,54379
2020-11-30,1.17598,1.18173,1.17576,1.18149,73432
2020-12-01,1.181,1.18176,1.18029,1.18128,62443
2020-12-02,1.18097,1.18128,1.17557,1.17652,78283
2020-12-03,1.17695,1.1771,1.17299,1.17427,50483
2020-12-04,1.17433,1.17716,1.17412,1.17659,60581
2020-12-05,1.17689,1.17714,1.17226,1.17363,78368
2020-12-06,1.17414,1.1753,1.16521,1.16863,58268
2020-12-07,1.16921,1.17229,1.16739,1.16968,52055
2020-12-08,1.16872,1.17265,1.16648,1.17133,118521
2020-12-09,1.17106,1.172,1.1673,1.16865,136110
2020-12-10,1.1687,1.17026,1.1656,1.16575,77111
2020-12-11,1.16623,1.17042,1.16376,1.16693,92512
2020-12-12,1.16637,1.16688,1.15834,1.15874,106479
2020-12-13,1.15859,1.15883,1.14925,1.14992,55286
2020-12-14,1.14962,1.1513,1.14213,1.14504,53192
2020-12-15,1.14517,1.14593,1.1434,1.14344,58914
2020-12-16,1.14266,1.15465,1.13977,1.14518,60538
2020-12-17,1.14567,1.15429,1.14532,1.15395,107164
2020-12-18,1.15299,1.16194,1.15282,1.15991,71501
2020-12-19,1.15931,1.15972,1.15929,1.15969,83568
2020-12-20,1.15974,1.15999,1.15799,1.15968,54734
2020-12-21,1.15867,1.15874,1.15398,1.15399,60674
2020-12-22,1.15375,1.15523,1.15278,1.15343,57287
2020-12-23,1.15236,1.15473,1.15034,1.15183,66221
2020-12-24,1.15109,1.15522,1.15065,1.15365,55863
2020-12-25,1.15361,1.15513,1.14587,1.14918,56251
2020-12-26,1.14987,1.15191,1.14982,1.15184,65364
2020-12-27,1.15207,1.16164,1.1514,1.16108,50830
2020-12-28,1.15964,1.16486,1.15809,1.16149,138641
2020-12-29,1.1625,1.16527,1.16226,1.16399,53092
2020-12-30,1.16434,1.16867,1.16362,1.16838,60949
2020-12-31,1.1671,1.16755,1.16635,1.16659,73657
2021-01-01,1.16579,1.16864,1.16558,1.16784,63325
2021-01-02,1.16851,1.17028,1.16781,1.16815,55015
2021-01-03,1.16834,1.16947,1.16823,1.16887,54604
2021-01-04,1.16896,1.1699,1.16453,1.16455,82871
2021-01-05,1.16468,1.16659,1.15914,1.16438,84898
2021-01-06,1.16554,1.16895,1.16069,1.16738,93498
2021-01-07,1.16752,1.17663,1.16645,1.1763,64110
2021-01-08,1.17673,1.18306,1.17657,1.18298,66542
2021-01-09,1.18182,1.19676,1.18028,1.19658,51001
2021-01-10,1.19748,1.19842,1.19081,1.19348,90924
2021-01-11,1.1934,1.20035,1.1919,1.1985,165974
2021-01-12,1.19855,1.20101,1.19657,1.20023,53206
2021-01-13,1.19945,1.21544,1.19856,1.21374,63497
2021-01-14,1.21354,1.21469,1.2027,1.21032,107060
2021-01-15,1.2102,1.21085,1.20367,1.20503,54448
2021-01-16,1.2048,1.20631,1.19836,1.20101,51004
2021-01-17,1.19987,1.20012,1.18803,1.18805,50284
2021-01-18,1.18765,1.18838,1.18366,1.18376,62674
2021-01-19,1.18379,1.18418,1.1777,1.17897,57918
2021-01-20,1.17883,1.18161,1.17769,1.1795,63883
2021-01-21,1.17975,1.18177,1.17966,1.18169,92498
2021-01-22,1.18051,1.19433,1.17965,1.19316,51316
2021-01-23,1.19143,1.20091,1.18998,1.20013,68872
2021-01-24,1.20028,1.20375,1.19481,1.19749,54177
2021-01-25,1.19721,1.1981,1.18976,1.19198,78462
2021-01-26,1.19291,1.19853,1.19126,1.19448,57521
2021-01-27,1.19388,1.1954,1.18253,1.18699,77897
2021-01-28,1.18729,1.19859,1.18696,1.19727,54249
2021-01-29,1.19681,1.20978,1.19425,1.20552,52117
2021-01-30,1.20588,1.20768,1.20109,1.20364,58542
2021-01-31,1.20501,1.20526,1.19238,1.1933,60022
2021-02-01,1.19399,1.20156,1.19084,1.20049,70309
2021-02-02,1.19992,1.20164,1.19917,1.20065,100166
2021-02-03,1.20037,1.21026,1.19902,1.20824,73104
2021-02-04,1.20868,1.21409,1.19197,1.19952,86588
2021-02-05,1.19996,1.20093,1.19431,1.19518,84366
2021-02-06,1.19535,1.19768,1.1919,1.1949,66277
2021-02-07,1.19478,1.19707,1.19407,1.19527,52128
2021-02-08,1.19463,1.19471,1.19267,1.19274,58772
2021-02-09,1.19287,1.19637,1.19232,1.19633,67342
2021-02-10,1.19533,1.19902,1.18953,1.19044,53866
2021-02-11,1.18984,1.19127,1.18519,1.18912,107630
2021-02-12,1.1895,1.19052,1.18934,1.18982,58768
2021-02-13,1.19021,1.19353,1.18989,1.19308,50409
2021-02-14,1.19254,1.20326,1.19046,1.19778,60491
2021-02-15,1.19732,1.19832,1.18366,1.19165,87832
2021-02-16,1.1911,1.19268,1.18001,1.18205,129033
2021-02-17,1.18241,1.18978,1.18239,1.18879,61950
2021-02-18,1.18786,1.19495,1.18736,1.19156,59455
2021-02-19,1.19154,1.19165,1.1869,1.1875,185477
2021-02-20,1.18826,1.19655,1.18807,1.19646,62883
2021-02-21,1.19718,1.20148,1.19565,1.19817,75018
2021-02-22,1.1983,1.20666,1.19751,1.20555,85007
2021-02-23,1.20555,1.20994,1.20412,1.20682,55164
2021-02-24,1.20808,1.22358,1.20713,1.21957,53353
2021-02-25,1.22113,1.23248,1.22047,1.23174,51467
2021-02-26,1.23186,1.232,1.23118,1.23155,75387
2021-02-27,1.23276,1.23767,1.23236,1.23765,73774
2021-02-28,1.23864,1.24412,1.23582,1.24239,65692
2021-03-01,1.24276,1.255,1.23766,1.25153,110573
2021-03-02,1.25088,1.25274,1.24435,1.24654,85290
2021-03-03,1.24513,1.25585,1.24447,1.25045,137105
2021-03-04,1.25008,1.25806,1.24993,1.2576,54416
2021-03-05,1.2563,1.25904,1.24189,1.24743,103698
2021-03-06,1.24631,1.24691,1.23871,1.23919,76119
2021-03-07,1.23929,1.24113,1.21276,1.22593,71791
2021-03-08,1.2249,1.22591,1.22266,1.22308,54438
2021-03-09,1.22257,1.22912,1.22242,1.22732,72610
2021-03-10,1.22745,1.23907,1.22605,1.23712,69428
2021-03-11,1.2372,1.23993,1.23698,1.23869,58785
2021-03-12,1.23864,1.24927,1.23567,1.2491,52101
2021-03-13,1.24985,1.25067,1.24149,1.24167,74862
2021-03-14,1.24198,1.24285,1.23008,1.23053,53319
2021-03-15,1.23088,1.23102,1.22918,1.2292,68156
2021-03-16,1.22962,1.23173,1.22942,1.23156,91475
2021-03-17,1.23119,1.2365,1.23053,1.23171,75817
2021-03-18,1.23138,1.23166,1.21672,1.21918,62080
2021-03-19,1.21901,1.21956,1.21733,1.21752,60889
2021-03-20,1.21767,1.22071,1.2081,1.20956,88358
2021-03-21,1.20864,1.21819,1.20853,1.21294,73227
2021-03-22,1.21329,1.21764,1.21193,1.21563,51535
2021-03-23,1.21648,1.21677,1.20909,1.21032,77454
2021-03-24,1.21025,1.21044,1.20666,1.2068,55650
2021-03-25,1.20648,1.20658,1.19988,1.2002,66507
2021-03-26,1.20085,1.20254,1.19916,1.19929,51601
2021-03-27,1.19936,1.20739,1.19721,1.20506,70403
2021-03-28,1.20516,1.20559,1.19963,1.19983,122955
2021-03-29,1.19953,1.20274,1.19914,1.20245,61084
2021-03-30,1.20304,1.20349,1.19928,1.19965,63224
2021-03-31,1.19807,1.19887,1.19433,1.19474,82609
2021-04-01,1.19419,1.19564,1.19329,1.19373,54931
2021-04-02,1.1941,1.1945,1.18679,1.18759,113915
2021-04-03,1.18748,1.18916,1.1755,1.18381,172370
2021-04-04,1.18411,1.1845,1.17566,1.17649,62742
2021-04-05,1.17668,1.18758,1.17615,1.18748,60168
2021-04-06,1.18715,1.1912,1.18601,1.18892,90762
2021-04-07,1.18844,1.18866,1.18406,1.18503,62885
2021-04-08,1.18512,1.18606,1.18355,1.18602,62604
2021-04-09,1.18568,1.18741,1.18514,1.18558,63548
2021-04-10,1.18625,1.19262,1.17784,1.18434,65954
